# # H-H RDF
# # Distance(A) g(r)
2.010883949697017670e-02 4.698772452407262754e+05
6.032651849091053009e-02 0.000000000000000000e+00
1.005441956222057343e-01 0.000000000000000000e+00
1.407618746161460876e-01 0.000000000000000000e+00
1.809795573353767395e-01 0.000000000000000000e+00
2.211972326040267944e-01 0.000000000000000000e+00
2.614149153232574463e-01 0.000000000000000000e+00
3.016325980424880981e-01 0.000000000000000000e+00
3.418502658605575562e-01 0.000000000000000000e+00
3.820679485797882080e-01 0.000000000000000000e+00
4.222856312990188599e-01 0.000000000000000000e+00
4.625032991170883179e-01 0.000000000000000000e+00
5.027209818363189697e-01 0.000000000000000000e+00
5.429386794567108154e-01 0.000000000000000000e+00
5.831563472747802734e-01 0.000000000000000000e+00
6.233740150928497314e-01 0.000000000000000000e+00
6.635917127132415771e-01 0.000000000000000000e+00
7.038093805313110352e-01 0.000000000000000000e+00
7.440270483493804932e-01 0.000000000000000000e+00
7.842447459697723389e-01 0.000000000000000000e+00
8.244624137878417969e-01 0.000000000000000000e+00
8.646800816059112549e-01 0.000000000000000000e+00
9.048977792263031006e-01 0.000000000000000000e+00
9.451154470443725586e-01 0.000000000000000000e+00
9.853331446647644043e-01 0.000000000000000000e+00
1.025550842285156250e+00 0.000000000000000000e+00
1.065768480300903320e+00 0.000000000000000000e+00
1.105986177921295166e+00 0.000000000000000000e+00
1.146203875541687012e+00 0.000000000000000000e+00
1.186421513557434082e+00 0.000000000000000000e+00
1.226639211177825928e+00 0.000000000000000000e+00
1.266856908798217773e+00 0.000000000000000000e+00
1.307074546813964844e+00 2.075824658671849399e+00
1.347292244434356689e+00 5.861243231657813801e+00
1.387509942054748535e+00 1.026336084905380730e+01
1.427727580070495605e+00 1.367007442488361768e+01
1.467945277690887451e+00 1.140305340662489009e+01
1.508162975311279297e+00 1.046895124390557896e+01
1.548380613327026367e+00 1.532095175332559833e+01
1.588598310947418213e+00 1.204553736345038395e+01
1.628816008567810059e+00 9.930356176114331745e+00
1.669033646583557129e+00 7.456933391527993393e+00
1.709251344203948975e+00 6.763305847824443440e+00
1.749469041824340820e+00 2.979672002395754582e+00
1.789686679840087891e+00 0.000000000000000000e+00
1.829904377460479736e+00 0.000000000000000000e+00
1.870122075080871582e+00 0.000000000000000000e+00
1.910339713096618652e+00 0.000000000000000000e+00
1.950557410717010498e+00 0.000000000000000000e+00
1.990775167942047119e+00 0.000000000000000000e+00
2.030992865562438965e+00 0.000000000000000000e+00
2.071210503578186035e+00 0.000000000000000000e+00
2.111428141593933105e+00 0.000000000000000000e+00
2.151645779609680176e+00 0.000000000000000000e+00
2.191863417625427246e+00 0.000000000000000000e+00
2.232081174850463867e+00 0.000000000000000000e+00
2.272298932075500488e+00 0.000000000000000000e+00
2.312516570091247559e+00 0.000000000000000000e+00
2.352734208106994629e+00 0.000000000000000000e+00
2.392951846122741699e+00 0.000000000000000000e+00
2.433169484138488770e+00 0.000000000000000000e+00
2.473387241363525391e+00 0.000000000000000000e+00
2.513604998588562012e+00 0.000000000000000000e+00
2.553822636604309082e+00 0.000000000000000000e+00
2.594040274620056152e+00 0.000000000000000000e+00
2.634257912635803223e+00 0.000000000000000000e+00
2.674475669860839844e+00 0.000000000000000000e+00
2.714693427085876465e+00 0.000000000000000000e+00
2.754911065101623535e+00 0.000000000000000000e+00
2.795128703117370605e+00 0.000000000000000000e+00
2.835346341133117676e+00 0.000000000000000000e+00
2.875563979148864746e+00 0.000000000000000000e+00
2.915781736373901367e+00 0.000000000000000000e+00
2.955999493598937988e+00 0.000000000000000000e+00
2.996217131614685059e+00 0.000000000000000000e+00
